mode,overlay,protocol,depth,fanout,ctas,metric,value,res_span_us,gemm_span_us,concurrent_gemm_tflops,gemm_slowdown,rounds,checksum_ok,payload_granularity
c,isolated,True,4,single,64,GBps,48.31192176639482,11112.641643742463,0.0,,,512,True,fine
c,concurrent,False,8,single,1,GBps,23.90689453738318,22457.053790713413,22672.471218549716,582.9110195246377,0.9856247599204832,32768,True,fine
c,concurrent,False,8,single,2,GBps,46.00605627012574,11669.578663245522,11910.924388423446,566.6833289122512,0.9821976077404483,16384,True,fine
c,concurrent,False,8,single,4,GBps,51.3450590077622,10456.17746122255,10663.15766469189,455.90954350184285,1.234540743798378,8192,True,fine
c,concurrent,False,8,single,8,GBps,50.53850825040785,10623.016930582387,10838.038315207172,235.57709628411234,2.387045288752224,4096,True,fine
c,concurrent,False,8,single,16,GBps,50.10513331899225,10714.903968860528,10975.540507683183,155.4664554737053,3.575141275986761,2048,True,fine
c,concurrent,False,8,single,32,GBps,49.63237612327977,10816.957787302783,11071.553413848436,127.92510098090914,4.1504956335906,1024,True,fine
c,concurrent,False,8,single,64,GBps,49.57880552594339,10828.638555440053,11193.414406071961,107.77024896041219,4.653333635557755,512,True,fine
c,concurrent,True,8,single,1,GBps,10.980845086232849,48891.58459435036,49120.97382510451,588.5380502132568,0.9762011707922598,32768,True,fine
c,concurrent,True,8,single,2,GBps,18.135896497026526,29602.956707090292,29821.02110727702,562.823601407365,0.9889333151847517,16384,True,fine
c,concurrent,True,8,single,4,GBps,36.053211683232256,14894.688877998497,15097.83899268806,511.1738827115539,1.1010713300803432,8192,True,fine
c,concurrent,True,8,single,8,GBps,48.55637071437951,11056.6541679669,11258.375519171865,292.9029564254631,1.91986180230318,4096,True,fine
c,concurrent,True,8,single,16,GBps,48.0718628928643,11168.263155537757,11354.012434946433,162.47494308129262,3.4209246758579006,2048,True,fine
c,concurrent,True,8,single,32,GBps,48.465984253418426,11077.273480992051,11262.406136160003,99.91591399565202,5.31399405575177,1024,True,fine
c,concurrent,True,8,single,64,GBps,48.43567039304314,11084.20674379628,11244.208201250864,71.32446702405363,7.03112053022135,512,True,fine
c,isolated,False,8,single,1,GBps,31.171133572862516,17223.347763665308,0.0,,,32768,True,fine
c,isolated,False,8,single,2,GBps,58.33353552856457,9203.47774356521,0.0,,,16384,True,fine
c,isolated,False,8,single,4,GBps,50.47117083428931,10637.485040815936,0.0,,,8192,True,fine
c,isolated,False,8,single,8,GBps,49.74921696377782,10791.550863302913,0.0,,,4096,True,fine
c,isolated,False,8,single,16,GBps,49.647617627377734,10813.62901904392,0.0,,,2048,True,fine
c,isolated,False,8,single,32,GBps,49.53608411267055,10837.99319636029,0.0,,,1024,True,fine
c,isolated,False,8,single,64,GBps,49.74816404736826,10791.781470742531,0.0,,,512,True,fine
c,isolated,True,8,single,1,GBps,13.54491313264991,39636.68640495511,0.0,,,32768,True,fine
c,isolated,True,8,single,2,GBps,21.455176911845676,25023.403774960694,0.0,,,16384,True,fine
c,isolated,True,8,single,4,GBps,42.142926231511964,12739.45681333632,0.0,,,8192,True,fine
c,isolated,True,8,single,8,GBps,49.14152942245414,10925.017425585573,0.0,,,4096,True,fine
c,isolated,True,8,single,16,GBps,48.40356478854713,11091.651353531837,0.0,,,2048,True,fine
c,isolated,True,8,single,32,GBps,48.55701196215526,11056.538864247092,0.0,,,1024,True,fine
c,isolated,True,8,single,64,GBps,48.45981066584167,11078.697231271444,0.0,,,512,True,fine
