idx,utc,cfg,status,iters,head,src_rev,prod_us,pf6gm_us,mps_us,ratio_vs_prod,ratio_vs_pf6gm,pf6gm_vs_prod,gate_pass,gate_max_abs,gate_rel,control_fails,pperr,soak,soak_epochs,ts_planM6_us,ts_M7_us,ts_combine_us,ts_servicedrain_us,ts_m2_to_end_us,ts_planM3toM5_us,ts_M6_us,spin_ok_max,spin_fail_max,eager_status,eager_gate_ok,mps_hsaco,jit_log,hsaco_before,hsaco_after,rc,outdir,note
1,2026-08-12T12:27:59Z,"C=16,g=353,mode=12,flush_rows=16,timestamps=1",OK,w500t100p5,b5215081,26,7699.0,6890.8,6500.8,0.8444,0.9434,0.8950,True,0.035156,0.008293,True,0,True,600/600,2820.5,2809.6,228.6,2923.3,5858.7,379.0,2441.6,0,0,valid_diagnostic,True,be7b189d458d,,2026-08-12 07:10:16|5635a2f2a370,2026-08-12 07:11:19|be7b189d458d,0,1_C16g353mode12flush_rows16timestamps1_20260812T122456Z,""
2,2026-08-12T12:31:02Z,"C=8,g=353,mode=12,flush_rows=16,timestamps=1",OK,w500t100p5,b5215081,26,7709.4,6908.3,6471.5,0.8394,0.9368,0.8961,True,0.035156,0.008293,True,0,True,600/600,2817.6,2675.3,336.8,2750.0,5829.7,373.6,2444.0,1,0,valid_diagnostic,True,5635a2f2a370,,2026-08-12 07:11:19|be7b189d458d,2026-08-12 07:10:16|5635a2f2a370,0,2_C8g353mode12flush_rows16timestamps1_20260812T122759Z,""
