idx,utc,cfg,status,iters,head,src_rev,prod_us,pf6gm_us,mps_us,ratio_vs_prod,ratio_vs_pf6gm,pf6gm_vs_prod,gate_pass,gate_max_abs,gate_rel,control_fails,pperr,soak,soak_epochs,ts_planM6_us,ts_M7_us,ts_combine_us,ts_servicedrain_us,ts_m2_to_end_us,ts_planM3toM5_us,ts_M6_us,spin_ok_max,spin_fail_max,eager_status,eager_gate_ok,mps_hsaco,jit_log,hsaco_before,hsaco_after,rc,outdir,note
1,2026-08-12T12:17:37Z,"C=4,g=353,mode=12,flush_rows=16,timestamps=1",OK,w500t100p5,b5215081,26,7702.6,6895.0,6466.1,0.8395,0.9378,0.8952,True,0.035156,0.008294,True,0,True,600/600,2815.4,2683.3,342.1,2754.8,5840.8,379.4,2436.0,0,0,valid_diagnostic,True,5635a2f2a370,,2026-08-12 07:11:19|be7b189d458d,2026-08-12 07:10:16|5635a2f2a370,0,1_C4g353mode12flush_rows16timestamps1_20260812T121433Z,""
2,2026-08-12T12:20:40Z,"C=8,g=353,mode=12,flush_rows=16,timestamps=1",OK,w500t100p5,b5215081,26,7712.4,6889.3,6472.3,0.8392,0.9395,0.8933,True,0.035156,0.008294,True,0,True,600/600,2850.6,2692.7,268.8,2789.5,5812.1,379.8,2470.9,0,0,valid_diagnostic,True,5635a2f2a370,,2026-08-12 07:10:16|5635a2f2a370,2026-08-12 07:10:16|5635a2f2a370,0,2_C8g353mode12flush_rows16timestamps1_20260812T121737Z,""
